20260612-000146	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	B¹ch Kim Viªm §Õ Gi¸p	0	100	30013	250	-2012663324	2026-06-12 01:04:17	38149734	26813675	18158133	15	2	1	8
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	B¹ch Kim Viªm §Õ Trang	0	101	30013	200	-1772382283	2026-06-12 01:04:17	38146098	26812526	18158083	15	2	2	8
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Tµng KiÕm Tö Kim m·o	0	103	95	200	-112450278	2026-06-12 01:04:21	18095626	19009722	24062623	7	2	3	8
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Kim Lò Th­êng	0	100	95	250	-1840176733	2026-06-12 01:04:21	26683146	18155655	24062681	7	2	4	8
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Tµng KiÕm ¤ kim phôc	0	101	95	200	954604704	2026-06-12 01:04:21	25503607	24387983	24062872	7	2	0	9
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	TiÓu Th­ Giíi ChØ	0	102	36	50	341430817	2026-06-12 01:04:21	19010451	19076619	24058894	0	2	1	9
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Tr­ëng L·o ChØ Hoµn	0	102	37	50	-247067786	2026-06-12 01:04:21	1516283	8532251	24062754	0	2	2	9
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Tµng KiÕm B¶o Ch©u	0	102	38	100	848615471	2026-06-12 01:04:21	6695231	5187789	5253855	0	2	3	9
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Tµng KiÕm Kú Th¹ch	0	102	39	100	1311111964	2026-06-12 01:04:21	6695730	25564649	0	0	2	4	9
20260612-010425	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Tµng KiÕm Kim Ên	0	102	40	100	-1634696664	2026-06-12 01:04:21	6696266	23935072	0	0	2	0	10
20260612-010425	ItemAdd	3086646439	rage01	MaJas_ServeR	1090		1	200	1285	2754			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	-435952241	2026-06-12 01:04:25	4294905358	592680	0	0	-1	-1	-1
20260612-010535	ItemAdd	1128904464	rage01	MaJas_ServeR	1090		1	200	1276	2763			0		0	0	0	0	Nh­ Lai Kinh	0	112	102	0	1804307769	2026-06-12 01:05:35	0	0	7680	0	-1	-1	-1
20260612-010542	ItemAdd	3220264017	rage01	MaJas_ServeR	1090		1	200	1276	2763			0		0	0	0	0	[BÝ §iÓn] MËt TÞch TiÒm	0	107	30046	0	-1252393313	2026-06-12 01:05:42	335610880	336856067	197889	0	-1	-1	-1
20260612-010542	ItemAdd	3220264017	rage01	MaJas_ServeR	1090		1	200	1276	2763			0		0	0	0	0	[BÝ §iÓn] MËt TÞch TiÒm	0	107	30046	0	-723715323	2026-06-12 01:05:42	335610880	336856068	196609	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Thñy Linh Phô ThÓ Lv7	2	150	115	1	1900975394	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Ch©n KhÝ Hé ThÓ Lv7	2	150	107	1	-430251172	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	C­êng Th©n B¸ ThÓ Lv7	2	150	109	1	-345357594	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Khinh Linh TÊn TËt Lv7	2	150	120	1	-1612279554	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	ThiÕt Bè Sam Lv3	2	150	126	1	130938035	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Ph¸ Kh«ng Tr¶m A¶nh Lv7	2	150	118	1	-2037133771	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Háa Linh Phô ThÓ Lv7	2	150	116	1	-160032441	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Thæ Linh Phô ThÓ Lv7	2	150	117	1	759634964	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	C­êng Th©n B¸ ThÓ Lv7	2	150	109	1	1825792421	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010558	ItemAdd	1466563955	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	C­êng Th©n B¸ ThÓ Lv7	2	150	109	1	-2132034505	2026-06-12 01:05:58	2048	2048	2048	0	-1	-1	-1
20260612-010617	ItemAdd	394055601	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	Tinh Hån	2	95	3855	500	-688457530	2026-06-12 01:06:17	4294905798	723802	0	0	-1	-1	-1
20260612-010617	ItemAdd	394055601	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	NguyÖt Ph¸ch	2	102	232	500	-2028420628	2026-06-12 01:06:17	4294903904	0	0	0	-1	-1	-1
20260612-010637	ItemAdd	1954178750	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	Håi Tiªn §¬n	2	1	30847	500	-1437928096	2026-06-12 01:06:37	592451	4294903820	0	0	-1	-1	-1
20260612-010637	ItemAdd	1954178750	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	Linh Ph¸ch §¬n	2	1	31239	500	1048264093	2026-06-12 01:06:37	4294905544	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (1)	2	1	30904	100	-578817626	2026-06-12 01:06:43	4294905541	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (2)	2	1	30905	100	1361350400	2026-06-12 01:06:43	4294904940	3739252	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (3)	2	1	30906	100	-780292675	2026-06-12 01:06:43	4294905229	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (4)	2	1	30907	100	-1772548030	2026-06-12 01:06:43	593279	199847	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (5)	2	1	30908	100	1398468744	2026-06-12 01:06:43	4459594	4294905616	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (6)	2	1	30909	100	212001125	2026-06-12 01:06:43	3672387	593449	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 1	2	1	31249	100	1054953092	2026-06-12 01:06:43	592581	4294904818	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 2	2	1	31250	100	312038202	2026-06-12 01:06:43	4294904606	592505	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 3	2	1	31251	100	-620907451	2026-06-12 01:06:43	4294904071	199737	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 4	2	1	31252	100	789171684	2026-06-12 01:06:43	4294905213	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 5	2	1	31253	100	584284078	2026-06-12 01:06:43	3869909	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 6	2	1	31254	100	1243798344	2026-06-12 01:06:43	1379574	4327648	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31391	50	233535198	2026-06-12 01:06:43	4294904488	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31392	50	560764920	2026-06-12 01:06:43	592810	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31393	50	1705199970	2026-06-12 01:06:43	199404	4294904698	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31394	50	210799565	2026-06-12 01:06:43	4262467	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31395	50	1151083935	2026-06-12 01:06:43	4294904157	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31396	50	-1780901556	2026-06-12 01:06:43	4294904154	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31604	50	1160653117	2026-06-12 01:06:43	4294904562	3673397	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31605	50	-1242427029	2026-06-12 01:06:43	4294903894	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31606	50	1298531848	2026-06-12 01:06:43	4294905668	5114211	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31607	50	-326464283	2026-06-12 01:06:43	4294904693	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31608	50	-1532623734	2026-06-12 01:06:43	4294905768	0	0	0	-1	-1	-1
20260612-010643	ItemAdd	2595979104	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31609	50	-1863173677	2026-06-12 01:06:43	593461	0	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	§Þnh Hån Thiªn Th¹ch Th	2	1	1067	1	815371363	2026-06-12 01:06:54	4294904386	199371	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	§¹i §Þnh Hån 	2	1	1113	1	510524716	2026-06-12 01:06:54	4294905710	0	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Thiªn Th¹ch linh th¹ch	2	1	1068	1	1895998109	2026-06-12 01:06:54	592509	4294905730	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Thiªn Th¹ch Tinh Th¹ch	2	1	1009	100	355621710	2026-06-12 01:06:54	4294905611	0	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 12	2	1	30424	50	822268904	2026-06-12 01:06:54	4294904971	0	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 13	2	1	30425	50	-1772865326	2026-06-12 01:06:54	4294905155	0	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 14	2	1	30426	50	-387276357	2026-06-12 01:06:54	592152	4294905576	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 15	2	1	30427	50	1793606628	2026-06-12 01:06:54	4294905447	1379233	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		20	200	1284	2750			0		0	0	0	0	Ma §ao Th¹ch cÊp 1	2	1	30428	20	-999486415	2026-06-12 01:06:54	592017	0	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		20	200	1284	2750			0		0	0	0	0	Ma §¹o Th¹ch cÊp 2	2	1	30429	20	580172835	2026-06-12 01:06:54	593702	4294904144	0	0	-1	-1	-1
20260612-010654	ItemAdd	2388713172	rage01	MaJas_ServeR	1090		20	200	1284	2750			0		0	0	0	0	Ma §ao Th¹ch cÊp 3	2	1	30430	20	1215914988	2026-06-12 01:06:54	4294904355	0	0	0	-1	-1	-1
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	-435952241	2026-06-12 01:04:25	4294905358	592680	0	0	2	0	0
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Nh­ Lai Kinh	0	112	102	0	1804307769	2026-06-12 01:05:35	0	0	7680	0	2	1	0
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	TiÒm Long Tóc DiÖt Ch©n	0	107	30019	0	-1559423401	2026-06-12 00:44:23	503579392	488506116	16975105	0	2	2	0
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	[BÝ §iÓn] MËt TÞch TiÒm	0	107	30046	0	-723715323	2026-06-12 01:05:42	335610880	336856068	196609	0	2	3	0
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Thñy Linh Phô ThÓ Lv7	2	150	115	1	1900975394	2026-06-12 01:05:58	2048	2048	2048	0	2	4	0
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Ch©n KhÝ Hé ThÓ Lv7	2	150	107	1	-430251172	2026-06-12 01:05:58	2048	2048	2048	0	2	0	1
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	C­êng Th©n B¸ ThÓ Lv7	2	150	109	1	-345357594	2026-06-12 01:05:58	2048	2048	2048	0	2	1	1
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Khinh Linh TÊn TËt Lv7	2	150	120	1	-1612279554	2026-06-12 01:05:58	2048	2048	2048	0	2	2	1
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	ThiÕt Bè Sam Lv3	2	150	126	1	130938035	2026-06-12 01:05:58	2048	2048	2048	0	2	3	1
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Ph¸ Kh«ng Tr¶m A¶nh Lv7	2	150	118	1	-2037133771	2026-06-12 01:05:58	2048	2048	2048	0	2	4	1
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Háa Linh Phô ThÓ Lv7	2	150	116	1	-160032441	2026-06-12 01:05:58	2048	2048	2048	0	2	0	2
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Thæ Linh Phô ThÓ Lv7	2	150	117	1	759634964	2026-06-12 01:05:58	2048	2048	2048	0	2	1	2
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	C­êng Th©n B¸ ThÓ Lv7	2	150	109	1	1825792421	2026-06-12 01:05:58	2048	2048	2048	0	2	2	2
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	C­êng Th©n B¸ ThÓ Lv7	2	150	109	1	-2132034505	2026-06-12 01:05:58	2048	2048	2048	0	2	3	2
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	Tinh Hån	2	95	3855	500	-688457530	2026-06-12 01:06:17	4294905798	723802	0	0	2	4	2
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	NguyÖt Ph¸ch	2	102	232	500	-2028420628	2026-06-12 01:06:17	4294903904	0	0	0	2	0	3
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	Håi Tiªn §¬n	2	1	30847	500	-1437928096	2026-06-12 01:06:37	592451	4294903820	0	0	2	1	3
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		500	200	1284	2750			0		0	0	0	0	Linh Ph¸ch §¬n	2	1	31239	500	1048264093	2026-06-12 01:06:37	4294905544	0	0	0	2	2	3
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (1)	2	1	30904	100	-578817626	2026-06-12 01:06:43	4294905541	0	0	0	2	3	3
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (2)	2	1	30905	100	1361350400	2026-06-12 01:06:43	4294904940	3739252	0	0	2	4	3
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (3)	2	1	30906	100	-780292675	2026-06-12 01:06:43	4294905229	0	0	0	2	0	4
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (4)	2	1	30907	100	-1772548030	2026-06-12 01:06:43	593279	199847	0	0	2	1	4
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (5)	2	1	30908	100	1398468744	2026-06-12 01:06:43	4459594	4294905616	0	0	2	2	4
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Linh Th¹ch khãa (6)	2	1	30909	100	212001125	2026-06-12 01:06:43	3672387	593449	0	0	2	3	4
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 1	2	1	31249	100	1054953092	2026-06-12 01:06:43	592581	4294904818	0	0	2	4	4
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 2	2	1	31250	100	312038202	2026-06-12 01:06:43	4294904606	592505	0	0	2	0	5
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 3	2	1	31251	100	-620907451	2026-06-12 01:06:43	4294904071	199737	0	0	2	1	5
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 4	2	1	31252	100	789171684	2026-06-12 01:06:43	4294905213	0	0	0	2	2	5
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 5	2	1	31253	100	584284078	2026-06-12 01:06:43	3869909	0	0	0	2	3	5
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	§æi Linh Th¹ch-Cao 6	2	1	31254	100	1243798344	2026-06-12 01:06:43	1379574	4327648	0	0	2	4	5
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31391	50	233535198	2026-06-12 01:06:43	4294904488	0	0	0	2	0	6
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31392	50	560764920	2026-06-12 01:06:43	592810	0	0	0	2	1	6
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31393	50	1705199970	2026-06-12 01:06:43	199404	4294904698	0	0	2	2	6
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31394	50	210799565	2026-06-12 01:06:43	4262467	0	0	0	2	3	6
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31395	50	1151083935	2026-06-12 01:06:43	4294904157	0	0	0	2	4	6
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31396	50	-1780901556	2026-06-12 01:06:43	4294904154	0	0	0	2	0	7
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31604	50	1160653117	2026-06-12 01:06:43	4294904562	3673397	0	0	2	1	7
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31605	50	-1242427029	2026-06-12 01:06:43	4294903894	0	0	0	2	2	7
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31606	50	1298531848	2026-06-12 01:06:43	4294905668	5114211	0	0	2	3	7
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31607	50	-326464283	2026-06-12 01:06:43	4294904693	0	0	0	2	4	7
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31608	50	-1532623734	2026-06-12 01:06:43	4294905768	0	0	0	2	0	8
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31609	50	-1863173677	2026-06-12 01:06:43	593461	0	0	0	2	1	8
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	§Þnh Hån Thiªn Th¹ch Th	2	1	1067	1	815371363	2026-06-12 01:06:54	4294904386	199371	0	0	2	2	8
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	§¹i §Þnh Hån 	2	1	1113	1	510524716	2026-06-12 01:06:54	4294905710	0	0	0	2	3	8
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		1	200	1284	2750			0		0	0	0	0	Thiªn Th¹ch linh th¹ch	2	1	1068	1	1895998109	2026-06-12 01:06:54	592509	4294905730	0	0	2	4	8
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		100	200	1284	2750			0		0	0	0	0	Thiªn Th¹ch Tinh Th¹ch	2	1	1009	100	355621710	2026-06-12 01:06:54	4294905611	0	0	0	2	0	9
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 12	2	1	30424	50	822268904	2026-06-12 01:06:54	4294904971	0	0	0	2	1	9
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 13	2	1	30425	50	-1772865326	2026-06-12 01:06:54	4294905155	0	0	0	2	2	9
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 14	2	1	30426	50	-387276357	2026-06-12 01:06:54	592152	4294905576	0	0	2	3	9
20260612-010714	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090		50	200	1284	2750			0		0	0	0	0	C­êng hãa quyÓn 15	2	1	30427	50	1793606628	2026-06-12 01:06:54	4294905447	1379233	0	0	2	4	9
